Sigla;Código;Município;2022;
SP;3549102;São João da Boa Vista;6;
SP;3549201;São João das Duas Pontes;0;
SP;3549250;São João de Iracema;0;
SP;3549300;São João do Pau d'Alho;0;
SP;3549409;São Joaquim da Barra;3;
SP;3549508;São José da Bela Vista;2;
SP;3549607;São José do Barreiro;0;
SP;3549706;São José do Rio Pardo;0;
SP;3549805;São José do Rio Preto;61;
SP;3549904;São José dos Campos;54;
SP;3549953;São Lourenço da Serra;1;
SP;3550001;São Luís do Paraitinga;0;
SP;3550100;São Manuel;0;
SP;3550209;São Miguel Arcanjo;4;
SP;3550308;São Paulo;344;
SP;3550407;São Pedro;5;
SP;3550506;São Pedro do Turvo;0;
SP;3550605;São Roque;6;
SP;3550704;São Sebastião;11;
SP;3550803;São Sebastião da Grama;0;
SP;3550902;São Simão;2;
SP;3551009;São Vicente;35;
SP;3551108;Sarapuí;0;
SP;3551207;Sarutaiá;0;
SP;3551306;Sebastianópolis do Sul;0;
SP;3551405;Serra Azul;2;
SP;3551504;Serrana;4;
SP;3551603;Serra Negra;1;
SP;3551702;Sertãozinho;12;
SP;3551801;Sete Barras;1;
SP;3551900;Severínia;1;
SP;3552007;Silveiras;0;
SP;3552106;Socorro;2;
SP;3552205;Sorocaba;49;
SP;3552304;Sud Mennucci;0;
SP;3552403;Sumaré;34;
SP;3552502;Suzano;25;
SP;3552551;Suzanápolis;0;
SP;3552601;Tabapuã;1;
SP;3552700;Tabatinga;1;
SP;3552809;Taboão da Serra;21;
SP;3552908;Taciba;0;
SP;3553005;Taguaí;0;
SP;3553104;Taiaçu;0;
SP;3553203;Taiúva;1;
SP;3553302;Tambaú;0;
SP;3553401;Tanabi;1;
SP;3553500;Tapiraí;0;
SP;3553609;Tapiratiba;0;
SP;3553658;Taquaral;1;
SP;3553708;Taquaritinga;4;
SP;3553807;Taquarituba;4;
SP;3553856;Taquarivaí;0;
SP;3553906;Tarabai;2;
SP;3553955;Tarumã;1;
SP;3554003;Tatuí;12;
SP;3554102;Taubaté;32;
SP;3554201;Tejupá;1;
SP;3554300;Teodoro Sampaio;2;
SP;3554409;Terra Roxa;1;
SP;3554508;Tietê;3;
SP;3554607;Timburi;1;
SP;3554656;Torre de Pedra;0;
SP;3554706;Torrinha;2;
SP;3554755;Trabiju;0;
SP;3554805;Tremembé;2;
SP;3554904;Três Fronteiras;0;
SP;3554953;Tuiuti;1;
SP;3555000;Tupã;1;
SP;3555109;Tupi Paulista;2;
SP;3555208;Turiúba;0;
SP;3555307;Turmalina;0;
SP;3555356;Ubarana;1;
SP;3555406;Ubatuba;27;
SP;3555505;Ubirajara;1;
SP;3555604;Uchoa;1;
SP;3555703;União Paulista;0;
SP;3555802;Urânia;0;
SP;3555901;Uru;0;
SP;3556008;Urupês;0;
SP;3556107;Valentim Gentil;1;
SP;3556206;Valinhos;3;
SP;3556305;Valparaíso;1;
SP;3556354;Vargem;1;
SP;3556404;Vargem Grande do Sul;2;
SP;3556453;Vargem Grande Paulista;1;
SP;3556503;Várzea Paulista;11;
SP;3556602;Vera Cruz;0;
SP;3556701;Vinhedo;5;
SP;3556800;Viradouro;1;
SP;3556909;Vista Alegre do Alto;0;
SP;3556958;Vitória Brasil;0;
SP;3557006;Votorantim;7;
SP;3557105;Votuporanga;14;
SP;3557154;Zacarias;0;
SP;3557204;Chavantes;3;
SP;3557303;Estiva Gerbi;0;
SP;3599919;Santo Amaro;;
